GAP ANALYSIS SUMMARY — AL, AR, CA, DE, KS, MD, MI, MN, MO, NC, PA, TX, VA, WA
Generated against: Alabama Sentencing Commission Presumptive Manual 2024, Arkansas Sentencing Commission Benchbook 2026, California CALCRIM 2026 (Judicial Council Jury Instructions), Delaware SENTAC Benchbook 2025, KS Sentencing Commission 2013, Maryland MSCCSP Offense Table Jan 2026, MI Sentencing Guidelines Oct 2024, Minnesota Sentencing Guidelines Aug 2025, MO Charge Code Manual Feb 2026, NC Combined Offense List Dec 2025, PA Commission on Sentencing 8th Edition 2024, Texas Legislative Council Felony Offenses 2018, Virginia Crime Code System FY17, Washington Adult Sentencing Manual Oct 2025

======================================================================
AL
======================================================================
Our entries:            129
Authoritative entries:  87
Matched:                40 (31%)
Unmatched (phantom?):   89
Missing from ours:      45
Citation mismatches:    22

UNMATCHED — charges we have with no authoritative match:
  [F] Vehicular Homicide                                 | Ala. Code § 32-5A-192 | confidence: needs_review
  [I] Defective Vehicle Equipment / Broken Taillight     | Va. Code Ann. § 46.2-1003 | confidence: high
  [M] Truancy / Chronic Absenteeism                      | Va. Code Ann. § 22.1-258 | confidence: high
  [M] Littering / Illegal Dumping                        | Va. Code Ann. § 33.2-802 | confidence: high
  [M] Illegal Discharge of Fireworks                     | Va. Code Ann. § 59.1-148.3 | confidence: high
  [M] Possession of Alcohol in Park / Prohibited Area    | Va. Code Ann. § 4.1-308 | confidence: high
  [M] Fishing / Hunting Without a License                | Va. Code Ann. § 29.1-303 | confidence: high
  [F] Criminal Attempt                                   | Va. Code Ann. § 18.2-25 | confidence: high
  [F] Criminal Conspiracy                                | Va. Code Ann. § 18.2-22 | confidence: high
  [F] Aiding and Abetting / Accomplice Liability         | Va. Code Ann. § 18.2-18 | confidence: high
  [F] Attempted Murder                                   | Va. Code Ann. § 18.2-25 | confidence: high
  [F] Criminal Solicitation                              | Va. Code Ann. § 18.2-29 | confidence: high
  [F] Hate Crime Enhancement                             | Va. Code Ann. § 18.2-57(B) | confidence: high
  [F] Prior Felony / Recidivist Sentencing Enhancement   | Va. Code Ann. § 19.2-297.1 | confidence: high
  [F] Drug Offense in a School Zone (Proximity Enhancement) | Va. Code Ann. § 18.2-255.2 | confidence: high
  [F] RICO / Organized Crime (Racketeering)              | Va. Code Ann. § 18.2-514 | confidence: high
  [F] Money Laundering                                   | Va. Code Ann. § 18.2-246.2 | confidence: high
  [F] Juvenile Delinquency Adjudication (Felony-Level Act) | Va. Code Ann. § 16.1-228 | confidence: high
  [M] Juvenile Delinquency Adjudication (Misdemeanor-Level Act) | Va. Code Ann. § 16.1-228 | confidence: high
  [F] Juvenile Transfer to Adult Court (Waiver Hearing)  | Va. Code Ann. § 16.1-269.1 | confidence: high
  [F] Juvenile Firearm Possession                        | Va. Code Ann. § 18.2-308.7 | confidence: high

CITATION MISMATCHES — matched charges with differing section numbers:
  Felon in Possession of Firearm                | ours: 18.2-308.2         | auth: 18.2-289
  Violation of Protective Order                 | ours: 16.1-253.2         | auth: 18.2-60.4
  Minor in Possession of Alcohol                | ours: 4.1-305            | auth: 18.2-289
  Indecent Exposure / Public Urination          | ours: 18.2-387           | auth: 18.2-67.5
  Attempted Robbery                             | ours: 18.2-26            | auth: 18.2-31
  Attempted Sexual Assault                      | ours: 18.2-26            | auth: 18.2-67.5

MISSING FELONIES — in authoritative source but not in our database:
  Partial birth infanticide, perform                 | Va. Code Ann. § 18.2-71.1 | Class 4 Felony
  Producing                                          | Va. Code Ann. § 18.2-71 | Class 4 Felony
  Grain dealer fraud                                 | Va. Code Ann. § 3.2-4763(B) | Class 6 Felony
  Accept bribe, employee of Board of Agriculture & Consumer Services | Va. Code Ann. § 3.2-5410(A) | Class 6 Felony
  Assault, etc., employee of Board of Agriculture & Consumer Services | Va. Code Ann. § 3.2-5410(B) | Class 6 Felony
  Bribery of employee of Board of Agriculture & Consumer Services | Va. Code Ann. § 3.2-5410(A) | Class 6 Felony
  Distribute adulterated, misbranded, uninspected products - to defraud | Va. Code Ann. § 3.2-5407 | Class 6 Felony
  Distribution of equine, or dead, etc., livestock/poultry - to defraud | Va. Code Ann. § 3.2-5409 | Class 6 Felony
  False representation regarding inspection, etc. - to defraud | Va. Code Ann. § 3.2-5408 | Class 6 Felony
  Fraud related to meat and slaughterhouse regulations | Va. Code Ann. § 3.2-5416(h) | Class 6 Felony
  Other felony violation of slaughterhouse, meat & poultry chapter | Va. Code Ann. § 3.2-5415 | Class 6 Felony
  Formulas, reveal information about                 | Va. Code Ann. § 3.2-3908 | Class 6 Felony
  False information on any return by Tobacco manufacturer/importer | Va. Code Ann. § 3.2-4209.1 | Class 6 Felony
  False statement in record required by Tobacco Settlement Agreement | Va. Code Ann. § 3.2-4219 | Class 6 Felony
  Interfere with operation of an aircraft - endangerment | Va. Code Ann. § 5.1-22 | Class 6 Felony
  Operating under the influence                      | Va. Code Ann. § 5.1-13 | Class 6 Felony
  Conspire to manufacture                            | Va. Code Ann. § 4.1-301 | Class 6 Felony
  Manufacture, Illegal                               | Va. Code Ann. § 4.1-300 | Class 6 Felony
  Manufacture, transport by armed person             | Va. Code Ann. § 4.1-318 | Class 6 Felony
  Cruelty to animals, 2nd/subsq., (one act resulted in death) | Va. Code Ann. § 3.2-6570(B) | Class 6 Felony
  Torture/mutilate dog or cat causing death          | Va. Code Ann. § 3.2-6570(F) | Class 6 Felony
  Fail to care, control, contain dog, results in serious human injury | Va. Code Ann. § 3.2-6540(J,3) | Class 6 Felony
  Fail to care, control, contain dog, results in serious human injury | Va. Code Ann. § 3.2-6540.1(D) | Class 6 Felony
  Sale, etc., wild bird, animal, fish - aggregate $200 or more | Va. Code Ann. § 29.1-564 | Class 6 Felony
  Device or substance used to enhance animal's ability to fight | Va. Code Ann. § 3.2-6571(B,2) | Class 6 Felony
  Dogfighting activity                               | Va. Code Ann. § 3.2-6571(B,1) | Class 6 Felony
  Minor child allowed to attend or be involved in animal fighting | Va. Code Ann. § 3.2-6571(B,6) | Class 6 Felony
  Pay or receive admission for animal fighting       | Va. Code Ann. § 3.2-6571(B,4) | Class 6 Felony
  Possess, etc., animal for fighting                 | Va. Code Ann. § 3.2-6571(B,5) | Class 6 Felony
  Wager money, etc., on animal fighting              | Va. Code Ann. § 3.2-6571(B,3) | Class 6 Felony
  Kill dog or cat for hide, fur or pelt - 2nd or subsequent | Va. Code Ann. § 3.2-6570(E) | Class 6 Felony
  Enticement to bomb                                 | Va. Code Ann. § 18.2-84 | Class 5 Felony
  Hoax firebomb, explosive, construct, use or send   | Va. Code Ann. § 18.2-85 | Class 6 Felony
  Manufacture or possession of firebomb, explosive, etc. | Va. Code Ann. § 18.2-85 | Class 5 Felony
  Occupied dwelling/church, aid or procure burning   | Va. Code Ann. § 18.2-77(A,ii) | Unclassified Felony
  Occupied dwelling/church, burn                     | Va. Code Ann. § 18.2-77(A,i) | Unclassified Felony
  Unoccupied dwelling/church, burn                   | Va. Code Ann. § 18.2-77(B) | Class 4 Felony
  Occupied                                           | Va. Code Ann. § 18.2-80 | Class 3 Felony
  Unoccupied - value $200 or more                    | Va. Code Ann. § 18.2-80 | Class 4 Felony
  Occupied                                           | Va. Code Ann. § 18.2-79 | Class 3 Felony
  ... and 933 more felonies

MISSING MISDEMEANORS — in authoritative source but not in our database (sample):

======================================================================
WA
======================================================================
Our entries:            124
Authoritative entries:  822
Matched:                37 (29%)
Unmatched (phantom?):   87
Missing from ours:      758
Citation mismatches:    20

UNMATCHED — charges we have with no authoritative match:
  [F] Voluntary Manslaughter                             | Wash. Rev. Code § 9A.32.060 | confidence: high
  [F] Involuntary Manslaughter                           | Wash. Rev. Code § 9A.32.070 | confidence: high
  [F] Criminally Negligent Homicide                      | Wash. Rev. Code § 9A.32.070 | confidence: high
  [F] Felony Murder                                      | Wash. Rev. Code § 9A.32.030(1)(c) | confidence: high
  [F] Aggravated Assault                                 | Wash. Rev. Code § 9A.36.011 | confidence: high
  [F] Assault with Deadly Weapon                         | Wash. Rev. Code § 9A.36.021(1)(c) | confidence: high
  [F] Assault on Peace Officer                           | Wash. Rev. Code § 9A.36.031(1)(g) | confidence: high
  [M] Menacing                                           | Wash. Rev. Code § 9A.46.020 | confidence: high
  [F] Sexual Assault in the First Degree                 | Wash. Rev. Code § 9A.44.040 | confidence: high
  [F] Sexual Assault in the Second Degree                | Wash. Rev. Code § 9A.44.050 | confidence: high
  [F] Sexual Assault in the Third Degree                 | Wash. Rev. Code § 9A.44.060 | confidence: high
  [F] Statutory Rape                                     | Wash. Rev. Code § 9A.44.079 | confidence: high
  [F] Child Sexual Abuse                                 | Wash. Rev. Code § 9A.44.083 | confidence: high
  [F] Grand Theft in the First Degree                    | Wash. Rev. Code § 9A.56.040 | confidence: high
  [F] Grand Theft in the Second Degree                   | Wash. Rev. Code § 9A.56.050 | confidence: high
  [M] Petty Theft                                        | Wash. Rev. Code § 9A.56.050 | confidence: high
  [M] Theft by Receiving                                 | Wash. Rev. Code § 9A.56.170 | confidence: high
  [F] Credit Card Fraud                                  | Wash. Rev. Code § 9A.56.290 | confidence: high
  [F] Embezzlement                                       | Wash. Rev. Code § 9A.56.020(1)(b) | confidence: high
  [M] Shoplifting                                        | Wash. Rev. Code § 9A.56.340 | confidence: high
  [F] Commercial Burglary                                | Wash. Rev. Code § 9A.52.030 | confidence: high
  [F] Auto Burglary                                      | Wash. Rev. Code § 9A.52.100 | confidence: high
  [F] Carjacking                                         | Wash. Rev. Code § 9A.56.200 | confidence: high
  [F] Bank Robbery                                       | Wash. Rev. Code § 9A.56.200 | confidence: high
  [F] Possession with Intent to Distribute               | Wash. Rev. Code § 69.50.401(1) | confidence: high
  [F] Drug Trafficking                                   | Wash. Rev. Code § 69.50.401(1) | confidence: high
  [M] Possession of Drug Paraphernalia                   | Wash. Rev. Code § 69.50.412 | confidence: high
  [F] Maintaining Drug House                             | Wash. Rev. Code § 69.50.402 | confidence: high
  [M] Unlawful Carrying of Weapon                        | Wash. Rev. Code § 9.41.050 | confidence: high
  [F] Discharge of Firearm in City                       | Wash. Rev. Code § 9.41.230 | confidence: high
  [F] Possession of Prohibited Weapon                    | Wash. Rev. Code § 9.41.190 | confidence: high
  [F] Wire Fraud                                         | Wash. Rev. Code § 9A.60.030 | confidence: high
  [F] Mail Fraud                                         | Wash. Rev. Code § 9A.60.030(1)(a) | confidence: high
  [F] Check Fraud                                        | Wash. Rev. Code § 9A.56.060 | confidence: high
  [F] Insurance Fraud                                    | Wash. Rev. Code § 48.30.230 | confidence: high
  [F] Tax Fraud                                          | Wash. Rev. Code § 82.32.290 | confidence: high
  [F] Computer Fraud                                     | Wash. Rev. Code § 9A.52.110 | confidence: high
  [M] Disorderly Conduct                                 | Wash. Rev. Code § 9A.84.030 | confidence: high
  [M] Public Intoxication                                | Wash. Rev. Code § 70.96A.120 | confidence: high
  [M] Trespassing                                        | Wash. Rev. Code § 9A.52.070 | confidence: high
  [M] Vandalism                                          | Wash. Rev. Code § 9A.48.080 | confidence: high
  [M] Loitering                                          | Wash. Rev. Code § 9A.84.030 | confidence: high
  [M] DUI First Offense                                  | Wash. Rev. Code § 46.61.502 | confidence: high
  [M] DUI Second Offense                                 | Wash. Rev. Code § 46.61.502(6)(b)(ii) | confidence: high
  [F] DUI Third Offense                                  | Wash. Rev. Code § 46.61.502(6)(b)(iii) | confidence: high
  [M] Reckless Driving                                   | Wash. Rev. Code § 46.61.500 | confidence: high
  [M] Driving While Suspended                            | Wash. Rev. Code § 46.20.342 | confidence: high
  [M] DUI                                                | Wash. Rev. Code § 46.61.502 | confidence: high
  [M] DWLS Third Degree                                  | Wash. Rev. Code § 46.20.342 | confidence: high
  [M] Failure to Appear                                  | Wash. Rev. Code § 9A.76.170 | confidence: high
  [M] Probation Violation                                | Wash. Rev. Code § 9.94A.634 | confidence: high
  [M] Resisting Arrest / Obstruction                     | Wash. Rev. Code § 9A.76.040 | confidence: high
